,CO,NO2,O3
3203,0.8,50.0,1010.0
3204,1.1,60.0,1075.0
3205,4.4,127.0,1839.0
3206,-200.0,149.0,2105.0
3207,-200.0,158.0,1826.0
3208,3.3,190.0,1834.0
3209,2.1,127.0,1268.0
3210,2.1,130.0,1422.0
3211,2.0,125.0,1028.0
3212,1.5,113.0,929.0
3213,2.1,143.0,1150.0
3214,2.3,157.0,1235.0
3215,2.8,170.0,1315.0
3216,3.6,187.0,1469.0
3217,4.0,181.0,1515.0
3218,3.7,158.0,1510.0
3219,2.5,112.0,1327.0
3220,2.3,100.0,1318.0
3221,2.5,105.0,1436.0
3222,2.7,107.0,1608.0
3223,1.3,72.0,1257.0
3224,0.8,59.0,1094.0
3225,0.9,-200.0,1066.0
3226,0.5,55.0,1022.0
3227,0.8,70.0,1139.0
3228,1.0,59.0,1158.0
3229,2.9,95.0,1602.0
3230,3.8,120.0,1770.0
3231,3.5,133.0,1651.0
3232,2.4,133.0,1435.0
3233,1.8,120.0,1159.0
3234,2.1,132.0,1193.0
3235,2.1,135.0,1094.0
3236,1.5,121.0,912.0
3237,1.5,123.0,908.0
3238,1.8,129.0,1010.0
3239,2.1,129.0,1020.0
3240,3.0,156.0,1280.0
3241,2.8,131.0,1287.0
3242,2.5,115.0,1216.0
3243,1.4,79.0,990.0
3244,1.7,86.0,1146.0
3245,1.8,91.0,1273.0
3246,2.4,99.0,1346.0
3247,1.9,83.0,1353.0
3248,1.4,74.0,1231.0
3249,0.8,-200.0,1002.0
3250,0.7,64.0,1126.0
3251,0.8,61.0,995.0
3252,0.7,62.0,1003.0
3253,1.0,65.0,1055.0
3254,1.7,79.0,1156.0
3255,1.9,90.0,1179.0
3256,2.3,116.0,1306.0
3257,1.7,89.0,934.0
3258,1.3,68.0,689.0
3259,1.2,53.0,626.0
3260,0.8,34.0,488.0
3261,0.9,38.0,495.0
3262,1.1,53.0,562.0
3263,1.2,62.0,615.0
3264,1.3,82.0,660.0
3265,1.4,88.0,664.0
3266,1.2,70.0,567.0
3267,0.9,53.0,506.0
3268,1.1,57.0,560.0
3269,1.5,73.0,724.0
3270,1.7,83.0,977.0
3271,0.9,52.0,653.0
3272,0.7,52.0,642.0
3273,0.4,-200.0,501.0
3274,-200.0,26.0,450.0
3275,0.3,17.0,427.0
3276,0.4,28.0,470.0
3277,0.4,29.0,447.0
3278,0.5,37.0,463.0
3279,0.5,31.0,454.0
3280,0.7,46.0,500.0
3281,0.9,66.0,528.0
3282,0.8,54.0,490.0
3283,0.8,50.0,488.0
3284,0.7,44.0,475.0
3285,0.8,52.0,486.0
3286,0.7,37.0,438.0
3287,0.8,51.0,477.0
3288,1.2,78.0,626.0
3289,1.6,90.0,747.0
3290,1.6,110.0,858.0
3291,1.5,86.0,775.0
3292,1.5,88.0,803.0
3293,1.5,91.0,777.0
3294,1.5,93.0,770.0
3295,1.2,68.0,663.0
3296,0.8,48.0,529.0
3297,-200.0,-200.0,478.0
3298,-200.0,22.0,429.0
3299,-200.0,59.0,552.0
3300,-200.0,102.0,916.0
3301,-200.0,116.0,1169.0
3302,-200.0,109.0,1049.0
3303,-200.0,98.0,823.0
3304,-200.0,97.0,804.0
3305,-200.0,97.0,805.0
3306,-200.0,90.0,826.0
3307,-200.0,92.0,782.0
3308,-200.0,76.0,593.0
3309,-200.0,97.0,698.0
3310,-200.0,101.0,719.0
3311,-200.0,118.0,912.0
3312,-200.0,129.0,1129.0
3313,-200.0,131.0,1089.0
3314,-200.0,130.0,1062.0
3315,-200.0,106.0,924.0
3316,-200.0,92.0,780.0
3317,-200.0,97.0,856.0
3318,-200.0,80.0,861.0
3319,-200.0,40.0,684.0
3320,-200.0,49.0,707.0
3321,-200.0,-200.0,554.0
3322,-200.0,46.0,614.0
3323,-200.0,37.0,606.0
3324,-200.0,92.0,1023.0
3325,-200.0,115.0,1134.0
3326,-200.0,102.0,936.0
3327,-200.0,104.0,868.0
3328,-200.0,109.0,879.0
3329,-200.0,108.0,785.0
3330,-200.0,90.0,651.0
3331,-200.0,81.0,679.0
3332,-200.0,87.0,630.0
3333,-200.0,82.0,594.0
3334,-200.0,99.0,655.0
3335,-200.0,119.0,783.0
3336,-200.0,128.0,865.0
3337,-200.0,111.0,776.0
3338,-200.0,114.0,861.0
3339,-200.0,100.0,729.0
3340,-200.0,88.0,715.0
3341,-200.0,78.0,615.0
3342,-200.0,101.0,824.0
3343,-200.0,77.0,748.0
3344,-200.0,78.0,767.0
3345,-200.0,-200.0,513.0
3346,-200.0,65.0,671.0
3347,-200.0,74.0,798.0
3348,-200.0,83.0,912.0
3349,-200.0,96.0,1151.0
3350,-200.0,120.0,1525.0
3351,-200.0,147.0,1465.0
3352,-200.0,148.0,1138.0
3353,-200.0,91.0,763.0
3354,-200.0,94.0,753.0
3355,-200.0,95.0,665.0
3356,-200.0,92.0,597.0
3357,-200.0,113.0,730.0
3358,-200.0,111.0,730.0
3359,-200.0,166.0,1108.0
3360,-200.0,-200.0,1085.0
3361,-200.0,143.0,1013.0
3362,-200.0,131.0,1109.0
3363,-200.0,102.0,913.0
3364,-200.0,94.0,908.0
3365,-200.0,96.0,923.0
3366,-200.0,88.0,959.0
3367,-200.0,72.0,898.0
3368,-200.0,33.0,546.0
3369,-200.0,-200.0,543.0
3370,-200.0,33.0,488.0
3371,-200.0,60.0,704.0
3372,-200.0,72.0,943.0
3373,-200.0,97.0,1304.0
3374,-200.0,136.0,1669.0
3375,-200.0,140.0,1507.0
3376,-200.0,171.0,1359.0
3377,-200.0,150.0,1076.0
3378,-200.0,117.0,797.0
3379,-200.0,106.0,677.0
3380,-200.0,95.0,559.0
3381,-200.0,137.0,830.0
3382,-200.0,129.0,734.0
3383,-200.0,135.0,801.0
3384,-200.0,127.0,828.0
3385,-200.0,122.0,865.0
3386,-200.0,118.0,916.0
3387,-200.0,135.0,1106.0
3388,-200.0,134.0,1226.0
3389,-200.0,105.0,1106.0
3390,-200.0,104.0,1087.0
3391,-200.0,81.0,1000.0
3392,-200.0,69.0,859.0
3393,-200.0,-200.0,919.0
3394,-200.0,51.0,777.0
3395,-200.0,52.0,790.0
3396,-200.0,48.0,768.0
3397,-200.0,105.0,1388.0
3398,-200.0,150.0,1691.0
3399,-200.0,160.0,1655.0
3400,-200.0,167.0,1496.0
3401,-200.0,141.0,1086.0
3402,-200.0,104.0,763.0
3403,-200.0,101.0,688.0
3404,-200.0,118.0,694.0
3405,-200.0,121.0,725.0
3406,-200.0,124.0,686.0
3407,-200.0,127.0,838.0
3408,-200.0,137.0,974.0
3409,-200.0,137.0,1038.0
3410,-200.0,135.0,1108.0
3411,-200.0,118.0,1135.0
3412,-200.0,111.0,1143.0
3413,-200.0,85.0,908.0
3414,-200.0,158.0,-200.0
3415,-200.0,77.0,778.0
3416,-200.0,56.0,728.0
3417,-200.0,-200.0,728.0
3418,-200.0,37.0,676.0
3419,0.8,49.0,742.0
3420,1.2,71.0,942.0
3421,1.0,71.0,926.0
3422,1.5,86.0,1039.0
3423,2.8,125.0,1158.0
3424,3.4,160.0,1347.0
3425,3.3,174.0,1262.0
3426,2.9,146.0,1073.0
3427,2.2,127.0,817.0
3428,1.6,114.0,606.0
3429,0.9,65.0,506.0
3430,1.1,77.0,559.0
3431,1.0,68.0,530.0
3432,1.3,92.0,612.0
3433,1.6,104.0,774.0
3434,1.8,114.0,899.0
3435,2.2,105.0,1066.0
3436,1.8,85.0,1040.0
3437,2.3,92.0,1139.0
3438,2.0,82.0,1086.0
3439,1.8,70.0,1049.0
3440,0.9,40.0,811.0
3441,0.5,-200.0,629.0
3442,0.6,26.0,723.0
3443,0.4,21.0,646.0
3444,0.4,30.0,670.0
3445,0.4,21.0,603.0
3446,0.8,35.0,687.0
3447,0.8,36.0,733.0
3448,0.9,48.0,766.0
3449,0.7,39.0,621.0
3450,0.6,34.0,560.0
3451,0.5,33.0,451.0
3452,0.6,42.0,393.0
3453,0.7,85.0,417.0
3454,0.9,92.0,451.0
3455,0.9,84.0,461.0
3456,1.2,100.0,536.0
3457,1.4,95.0,619.0
3458,1.5,77.0,766.0
3459,1.7,85.0,785.0
3460,1.7,83.0,793.0
3461,1.7,88.0,838.0
3462,1.9,68.0,799.0
3463,1.2,97.0,553.0
3464,0.7,51.0,465.0
3465,0.3,-200.0,406.0
3466,0.2,5.0,396.0
3467,0.4,35.0,468.0
3468,0.8,56.0,638.0
3469,1.9,110.0,1097.0
3470,-200.0,-200.0,1248.0
3471,1.9,124.0,1067.0
3472,1.9,115.0,964.0
3473,1.9,119.0,903.0
3474,1.7,107.0,839.0
3475,1.4,99.0,692.0
3476,1.2,95.0,629.0
3477,1.4,105.0,666.0
3478,1.4,117.0,684.0
3479,1.9,157.0,816.0
3480,2.2,173.0,876.0
3481,1.9,139.0,836.0
3482,1.7,116.0,846.0
3483,1.2,91.0,795.0
3484,0.3,98.0,836.0
3485,0.1,93.0,818.0
3486,0.1,74.0,777.0
3487,-200.0,50.0,733.0
3488,-200.0,36.0,703.0
3489,-200.0,-200.0,559.0
3490,-200.0,55.0,589.0
3491,-200.0,86.0,585.0
3492,-200.0,137.0,644.0
3493,-200.0,140.0,1392.0
3494,-200.0,142.0,1533.0
3495,-200.0,185.0,1404.0
3496,-200.0,173.0,1204.0
3497,-200.0,158.0,915.0
3498,-200.0,127.0,940.0
3499,-200.0,111.0,863.0
3500,-200.0,114.0,747.0
3501,-200.0,109.0,704.0
3502,-200.0,-200.0,791.0
3503,-200.0,137.0,824.0
3504,-200.0,134.0,913.0
3505,-200.0,114.0,907.0
3506,-200.0,100.0,918.0
3507,-200.0,92.0,914.0
3508,-200.0,97.0,955.0
3509,-200.0,111.0,1063.0
3510,-200.0,89.0,982.0
3511,-200.0,87.0,914.0
3512,-200.0,69.0,861.0
3513,-200.0,-200.0,713.0
3514,-200.0,-200.0,740.0
3515,-200.0,-200.0,801.0
3516,-200.0,-200.0,1132.0
3517,-200.0,-200.0,1473.0
3518,-200.0,-200.0,1607.0
3519,-200.0,-200.0,1146.0
3520,-200.0,-200.0,867.0
3521,-200.0,-200.0,869.0
3522,-200.0,-200.0,744.0
3523,-200.0,-200.0,702.0
3524,-200.0,-200.0,554.0
3525,-200.0,-200.0,661.0
3526,-200.0,-200.0,630.0
3527,-200.0,-200.0,803.0
3528,-200.0,-200.0,727.0
3529,-200.0,-200.0,894.0
3530,-200.0,-200.0,864.0
3531,-200.0,-200.0,743.0
3532,-200.0,-200.0,830.0
3533,-200.0,-200.0,675.0
3534,-200.0,-200.0,839.0
3535,-200.0,-200.0,758.0
3536,-200.0,-200.0,644.0
3537,-200.0,-200.0,615.0
3538,-200.0,-200.0,578.0
3539,-200.0,-200.0,843.0
3540,-200.0,-200.0,1113.0
3541,-200.0,-200.0,1388.0
3542,-200.0,-200.0,1310.0
3543,-200.0,-200.0,1056.0
3544,-200.0,-200.0,1104.0
3545,-200.0,115.0,973.0
3546,-200.0,108.0,1001.0
3547,-200.0,86.0,747.0
3548,-200.0,84.0,653.0
3549,-200.0,97.0,934.0
3550,-200.0,102.0,811.0
3551,-200.0,102.0,918.0
3552,-200.0,99.0,899.0
3553,-200.0,97.0,902.0
3554,-200.0,101.0,900.0
3555,-200.0,92.0,875.0
3556,-200.0,70.0,879.0
3557,-200.0,72.0,859.0
3558,-200.0,80.0,1048.0
3559,-200.0,71.0,1048.0
3560,-200.0,69.0,959.0
3561,-200.0,-200.0,898.0
3562,-200.0,55.0,859.0
3563,0.7,57.0,947.0
3564,1.2,56.0,1081.0
3565,2.3,72.0,1257.0
3566,3.0,84.0,1404.0
3567,2.9,97.0,1412.0
3568,2.6,107.0,1428.0
3569,2.6,117.0,1451.0
3570,2.6,120.0,1346.0
3571,2.1,110.0,1093.0
3572,1.7,104.0,940.0
3573,1.9,110.0,909.0
3574,2.5,111.0,1005.0
3575,1.1,64.0,756.0
3576,2.1,92.0,1080.0
3577,2.6,114.0,1220.0
3578,2.6,116.0,1208.0
3579,1.7,94.0,1057.0
3580,1.5,77.0,1009.0
3581,1.8,74.0,1088.0
3582,1.4,62.0,1062.0
3583,1.2,57.0,975.0
3584,0.7,45.0,793.0
3585,0.6,-200.0,787.0
3586,0.7,49.0,802.0
3587,0.5,45.0,754.0
3588,0.6,44.0,774.0
3589,0.9,43.0,860.0
3590,1.2,51.0,988.0
3591,2.0,84.0,1113.0
3592,1.9,96.0,1063.0
3593,1.7,88.0,858.0
3594,1.2,67.0,642.0
3595,1.1,64.0,588.0
3596,1.0,54.0,484.0
3597,1.0,56.0,498.0
3598,1.0,68.0,538.0
3599,1.2,67.0,565.0
3600,1.6,95.0,672.0
3601,1.6,86.0,689.0
3602,1.6,93.0,714.0
3603,1.3,68.0,631.0
3604,1.9,95.0,829.0
3605,1.9,93.0,875.0
3606,1.5,69.0,803.0
3607,1.1,55.0,759.0
3608,0.8,39.0,638.0
3609,0.9,-200.0,700.0
3610,0.6,33.0,615.0
3611,0.6,29.0,596.0
3612,0.7,36.0,650.0
3613,0.6,38.0,655.0
3614,1.0,47.0,779.0
3615,1.2,64.0,758.0
3616,1.0,49.0,598.0
3617,1.3,64.0,643.0
3618,1.4,79.0,778.0
3619,0.8,45.0,522.0
3620,0.6,30.0,419.0
3621,0.7,35.0,444.0
3622,0.8,37.0,474.0
3623,0.9,46.0,495.0
3624,1.0,54.0,504.0
3625,1.5,79.0,616.0
3626,1.5,79.0,690.0
3627,1.7,98.0,846.0
3628,1.9,93.0,1013.0
3629,1.7,89.0,978.0
3630,1.2,57.0,821.0
3631,1.1,51.0,862.0
3632,0.8,39.0,755.0
3633,0.5,-200.0,715.0
3634,-200.0,30.0,684.0
3635,0.7,46.0,853.0
3636,1.2,55.0,990.0
3637,2.3,63.0,1206.0
3638,2.5,42.0,1274.0
3639,2.4,5.0,1336.0
3640,1.4,39.0,1068.0
3641,1.2,39.0,804.0
3642,1.6,71.0,826.0
3643,1.4,65.0,745.0
3644,1.2,71.0,638.0
3645,1.5,72.0,684.0
3646,1.4,76.0,-200.0
3647,1.5,75.0,-200.0
3648,1.7,86.0,-200.0
3649,2.2,96.0,-200.0
3650,1.9,95.0,1020.0
3651,1.6,74.0,1100.0
3652,1.5,76.0,1086.0
3653,1.4,66.0,1060.0
3654,1.0,49.0,996.0
3655,0.7,29.0,856.0
3656,0.5,11.0,722.0
3657,0.5,-200.0,860.0
3658,0.5,25.0,772.0
3659,0.7,34.0,910.0
3660,1.2,42.0,1051.0
3661,2.2,47.0,1257.0
3662,2.9,62.0,1410.0
3663,2.6,81.0,1433.0
3664,2.6,90.0,1413.0
3665,2.2,95.0,1206.0
3666,1.5,86.0,831.0
3667,0.9,64.0,544.0
3668,1.0,62.0,525.0
3669,1.1,75.0,644.0
3670,1.2,88.0,702.0
3671,1.8,126.0,844.0
3672,1.8,96.0,905.0
3673,1.7,79.0,878.0
3674,1.7,67.0,927.0
3675,1.6,62.0,910.0
3676,1.7,64.0,1024.0
3677,1.8,63.0,1021.0
3678,1.5,60.0,1027.0
3679,1.2,49.0,993.0
3680,0.8,36.0,910.0
3681,0.5,-200.0,768.0
3682,0.5,24.0,760.0
3683,0.7,32.0,834.0
3684,1.1,42.0,1075.0
3685,1.4,42.0,1167.0
3686,1.7,51.0,1178.0
3687,1.8,58.0,1120.0
3688,1.8,67.0,1131.0
3689,1.7,68.0,972.0
3690,1.3,56.0,764.0
3691,1.3,47.0,670.0
3692,1.0,46.0,615.0
3693,1.0,50.0,557.0
3694,1.4,65.0,700.0
3695,1.6,69.0,734.0
3696,1.4,63.0,684.0
3697,1.7,69.0,823.0
3698,1.4,57.0,801.0
3699,1.5,59.0,916.0
3700,1.4,54.0,820.0
3701,1.5,57.0,838.0
3702,1.6,46.0,882.0
3703,1.2,65.0,801.0
3704,0.9,62.0,690.0
3705,0.6,-200.0,674.0
3706,-200.0,25.0,622.0
3707,0.7,37.0,799.0
3708,0.7,41.0,818.0
3709,1.7,60.0,1034.0
3710,2.2,65.0,1189.0
3711,1.9,71.0,1034.0
3712,1.5,61.0,929.0
3713,1.6,65.0,880.0
3714,1.3,54.0,701.0
3715,1.1,58.0,620.0
3716,1.0,56.0,573.0
3717,1.0,60.0,544.0
3718,1.1,69.0,581.0
3719,1.3,67.0,610.0
3720,1.5,79.0,695.0
3721,1.6,86.0,709.0
3722,1.5,79.0,736.0
3723,1.3,67.0,722.0
3724,1.2,65.0,680.0
3725,1.6,67.0,772.0
3726,1.4,62.0,769.0
3727,1.1,48.0,654.0
3728,0.7,33.0,516.0
3729,0.4,-200.0,447.0
3730,0.5,11.0,452.0
3731,0.5,34.0,492.0
3732,0.8,52.0,588.0
3733,1.6,80.0,909.0
3734,1.6,86.0,1007.0
3735,1.4,77.0,809.0
3736,1.5,93.0,820.0
3737,1.2,109.0,657.0
3738,1.1,89.0,551.0
3739,0.8,71.0,511.0
3740,0.7,56.0,451.0
3741,0.7,68.0,462.0
3742,0.7,61.0,440.0
3743,1.0,70.0,472.0
3744,1.0,76.0,494.0
3745,1.2,78.0,524.0
3746,1.1,80.0,560.0
3747,1.0,71.0,534.0
3748,1.2,74.0,577.0
3749,1.4,90.0,674.0
3750,1.3,78.0,676.0
3751,1.0,63.0,611.0
3752,0.6,42.0,529.0
3753,0.4,-200.0,478.0
3754,0.4,27.0,497.0
3755,0.4,29.0,513.0
3756,0.5,41.0,563.0
3757,1.1,61.0,822.0
3758,1.2,68.0,890.0
3759,0.9,58.0,742.0
3760,0.9,52.0,629.0
3761,1.0,57.0,609.0
3762,0.8,51.0,534.0
3763,0.8,53.0,528.0
3764,0.7,49.0,463.0
3765,0.7,44.0,462.0
3766,0.7,48.0,501.0
3767,0.7,46.0,493.0
3768,0.9,56.0,572.0
3769,1.2,73.0,668.0
3770,1.4,85.0,771.0
3771,1.2,72.0,732.0
3772,1.0,53.0,687.0
3773,0.9,47.0,664.0
3774,0.7,37.0,588.0
3775,0.5,34.0,610.0
3776,0.5,33.0,593.0
3777,0.4,-200.0,566.0
3778,-200.0,27.0,571.0
3779,0.4,27.0,614.0
3780,0.4,27.0,566.0
3781,0.5,28.0,594.0
3782,0.7,36.0,611.0
3783,1.1,59.0,759.0
3784,1.0,56.0,700.0
3785,1.2,70.0,691.0
3786,1.1,36.0,579.0
3787,0.6,17.0,478.0
3788,0.4,14.0,410.0
3789,0.4,24.0,404.0
3790,0.5,36.0,440.0
3791,0.6,43.0,461.0
3792,0.8,60.0,526.0
3793,1.0,81.0,647.0
3794,1.1,87.0,693.0
3795,1.1,85.0,729.0
3796,1.6,91.0,1002.0
3797,0.9,55.0,797.0
3798,0.7,42.0,685.0
3799,0.7,43.0,710.0
3800,0.5,20.0,629.0
3801,0.4,-200.0,503.0
3802,0.3,23.0,462.0
3803,0.4,43.0,530.0
3804,0.9,68.0,838.0
3805,1.3,62.0,946.0
3806,1.6,65.0,1014.0
3807,2.1,93.0,1135.0
3808,2.0,110.0,1027.0
3809,1.4,106.0,749.0
3810,1.4,77.0,632.0
3811,0.9,60.0,479.0
3812,0.8,67.0,463.0
3813,0.8,57.0,458.0
3814,1.0,60.0,520.0
3815,1.3,69.0,606.0
3816,1.3,77.0,631.0
3817,1.3,77.0,695.0
3818,1.6,87.0,871.0
3819,1.4,88.0,879.0
3820,1.3,84.0,780.0
3821,1.0,65.0,728.0
3822,0.9,54.0,821.0
3823,0.6,37.0,663.0
3824,0.5,36.0,656.0
3825,0.5,-200.0,639.0
3826,0.4,29.0,603.0
3827,0.4,25.0,560.0
3828,1.0,41.0,789.0
3829,2.2,68.0,1145.0
3830,2.5,82.0,1302.0
3831,2.3,137.0,1297.0
3832,2.0,119.0,1192.0
3833,-200.0,-200.0,862.0
3834,-200.0,-200.0,649.0
3835,-200.0,-200.0,694.0
3836,-200.0,-200.0,595.0
3837,-200.0,-200.0,662.0
3838,-200.0,-200.0,692.0
3839,-200.0,-200.0,619.0
3840,-200.0,-200.0,484.0
3841,-200.0,-200.0,516.0
3842,-200.0,-200.0,776.0
3843,-200.0,-200.0,1041.0
3844,-200.0,-200.0,1138.0
3845,-200.0,-200.0,1091.0
3846,-200.0,-200.0,978.0
3847,-200.0,-200.0,936.0
3848,-200.0,-200.0,867.0
3849,-200.0,-200.0,781.0
3850,-200.0,-200.0,746.0
3851,-200.0,-200.0,837.0
3852,-200.0,-200.0,995.0
3853,-200.0,-200.0,1138.0
3854,-200.0,-200.0,998.0
3855,-200.0,-200.0,696.0
3856,-200.0,-200.0,615.0
3857,-200.0,-200.0,710.0
3858,-200.0,-200.0,651.0
3859,-200.0,-200.0,636.0
3860,-200.0,-200.0,593.0
3861,-200.0,-200.0,684.0
3862,1.4,71.0,711.0
3863,1.7,78.0,801.0
3864,1.5,72.0,770.0
3865,1.7,74.0,813.0
3866,1.6,70.0,851.0
3867,1.4,55.0,823.0
3868,1.4,54.0,778.0
3869,1.4,53.0,827.0
3870,1.2,46.0,753.0
3871,0.9,38.0,726.0
3872,0.6,30.0,597.0
3873,0.4,-200.0,473.0
3874,0.5,16.0,463.0
3875,0.5,12.0,526.0
3876,0.8,38.0,712.0
3877,1.4,56.0,918.0
3878,1.2,57.0,894.0
3879,1.0,39.0,710.0
3880,1.2,47.0,737.0
3881,1.1,35.0,680.0
3882,1.2,44.0,670.0
3883,1.1,43.0,654.0
3884,1.0,34.0,618.0
3885,1.0,36.0,652.0
3886,1.2,44.0,732.0
3887,1.7,63.0,853.0
3888,1.7,60.0,821.0
3889,1.7,66.0,895.0
3890,1.7,68.0,927.0
3891,-200.0,-200.0,857.0
3892,-200.0,-200.0,869.0
3893,-200.0,-200.0,725.0
3894,-200.0,-200.0,665.0
3895,-200.0,-200.0,680.0
3896,-200.0,-200.0,605.0
3897,-200.0,-200.0,427.0
3898,-200.0,-200.0,400.0
3899,-200.0,-200.0,522.0
3900,-200.0,-200.0,703.0
3901,-200.0,-200.0,965.0
3902,-200.0,-200.0,1102.0
3903,-200.0,-200.0,1058.0
3904,-200.0,-200.0,906.0
3905,-200.0,-200.0,844.0
3906,-200.0,-200.0,763.0
3907,-200.0,-200.0,555.0
3908,-200.0,-200.0,520.0
3909,-200.0,-200.0,508.0
3910,-200.0,-200.0,545.0
3911,-200.0,-200.0,584.0
3912,-200.0,-200.0,590.0
3913,-200.0,-200.0,610.0
3914,-200.0,-200.0,689.0
3915,-200.0,-200.0,713.0
3916,-200.0,-200.0,785.0
3917,-200.0,-200.0,754.0
3918,-200.0,-200.0,653.0
3919,-200.0,-200.0,575.0
3920,-200.0,-200.0,537.0
3921,-200.0,-200.0,413.0
3922,-200.0,-200.0,417.0
3923,-200.0,-200.0,486.0
3924,-200.0,-200.0,532.0
3925,-200.0,-200.0,542.0
3926,-200.0,-200.0,459.0
3927,-200.0,-200.0,415.0
3928,-200.0,-200.0,457.0
3929,-200.0,-200.0,429.0
3930,-200.0,-200.0,428.0
3931,-200.0,-200.0,423.0
3932,-200.0,-200.0,410.0
3933,-200.0,-200.0,437.0
3934,-200.0,-200.0,520.0
3935,-200.0,-200.0,461.0
3936,-200.0,-200.0,571.0
3937,-200.0,-200.0,866.0
3938,-200.0,-200.0,841.0
3939,-200.0,-200.0,706.0
3940,-200.0,-200.0,703.0
3941,-200.0,-200.0,775.0
3942,-200.0,-200.0,830.0
3943,-200.0,-200.0,808.0
3944,-200.0,-200.0,815.0
3945,-200.0,-200.0,897.0
3946,-200.0,-200.0,836.0
3947,-200.0,-200.0,774.0
3948,-200.0,-200.0,698.0
3949,-200.0,-200.0,800.0
3950,-200.0,-200.0,771.0
3951,-200.0,-200.0,798.0
3952,-200.0,-200.0,755.0
3953,-200.0,-200.0,657.0
3954,-200.0,-200.0,537.0
3955,-200.0,-200.0,390.0
3956,-200.0,-200.0,368.0
3957,-200.0,-200.0,391.0
3958,-200.0,-200.0,413.0
3959,-200.0,-200.0,435.0
3960,-200.0,-200.0,535.0
3961,-200.0,-200.0,663.0
3962,-200.0,-200.0,830.0
3963,-200.0,-200.0,911.0
3964,-200.0,-200.0,848.0
3965,-200.0,-200.0,799.0
3966,-200.0,-200.0,921.0
3967,-200.0,-200.0,762.0
3968,-200.0,-200.0,661.0
3969,-200.0,-200.0,597.0
3970,-200.0,-200.0,616.0
3971,-200.0,-200.0,596.0
3972,-200.0,-200.0,649.0
3973,-200.0,-200.0,792.0
3974,-200.0,-200.0,1080.0
3975,2.0,-200.0,1087.0
3976,-200.0,-200.0,983.0
3977,1.6,83.0,826.0
3978,1.3,64.0,632.0
3979,1.0,50.0,532.0
3980,0.9,53.0,496.0
3981,1.0,57.0,513.0
3982,1.1,55.0,512.0
3983,1.5,70.0,615.0
3984,1.5,68.0,600.0
3985,1.6,73.0,634.0
3986,1.7,92.0,830.0
3987,1.4,80.0,871.0
3988,1.2,60.0,787.0
3989,1.1,49.0,841.0
3990,1.1,53.0,862.0
3991,1.2,50.0,881.0
3992,0.7,34.0,709.0
3993,0.5,-200.0,602.0
3994,0.4,21.0,492.0
3995,0.7,48.0,592.0
3996,1.1,71.0,824.0
3997,1.6,94.0,1014.0
3998,2.3,118.0,1208.0
3999,1.6,105.0,1178.0
4000,2.0,122.0,1176.0
4001,1.6,121.0,891.0
4002,1.6,115.0,731.0
4003,1.3,107.0,626.0
4004,1.0,86.0,553.0
4005,1.6,118.0,770.0
4006,2.0,129.0,938.0
4007,1.7,90.0,716.0
4008,1.7,87.0,714.0
4009,1.4,65.0,702.0
4010,1.3,61.0,687.0
4011,1.3,62.0,739.0
4012,1.6,85.0,867.0
4013,1.8,83.0,927.0
4014,1.5,84.0,872.0
4015,1.3,71.0,848.0
4016,1.1,62.0,777.0
4017,0.5,-200.0,513.0
4018,0.6,40.0,651.0
4019,0.7,50.0,774.0
4020,1.1,78.0,982.0
4021,1.9,89.0,1175.0
4022,3.5,106.0,1390.0
4023,2.9,107.0,1352.0
4024,2.2,93.0,1152.0
4025,2.0,95.0,1022.0
4026,1.7,78.0,922.0
4027,1.6,76.0,825.0
4028,1.3,66.0,630.0
4029,1.3,71.0,621.0
4030,1.3,61.0,602.0
4031,1.6,73.0,668.0
4032,1.3,54.0,564.0
4033,1.4,53.0,581.0
4034,1.4,69.0,604.0
4035,1.3,77.0,590.0
4036,1.4,83.0,650.0
4037,1.5,94.0,745.0
4038,1.5,84.0,821.0
4039,0.9,55.0,656.0
4040,0.6,35.0,520.0
4041,0.5,-200.0,493.0
4042,-200.0,31.0,487.0
4043,0.5,45.0,595.0
4044,1.0,59.0,-200.0
4045,1.9,83.0,-200.0
4046,2.6,90.0,-200.0
4047,1.7,87.0,-200.0
4048,1.7,83.0,-200.0
4049,1.4,71.0,-200.0
4050,1.6,77.0,-200.0
4051,1.3,75.0,-200.0
4052,0.9,52.0,-200.0
4053,1.4,76.0,-200.0
4054,1.0,60.0,-200.0
4055,2.2,99.0,-200.0
4056,1.9,88.0,-200.0
4057,2.1,91.0,-200.0
4058,1.7,91.0,-200.0
4059,1.0,68.0,-200.0
4060,1.1,71.0,-200.0
4061,0.7,49.0,-200.0
4062,1.3,71.0,-200.0
4063,1.3,76.0,-200.0
4064,1.0,67.0,-200.0
4065,0.7,-200.0,-200.0
4066,0.6,58.0,-200.0
4067,0.7,53.0,-200.0
4068,1.1,52.0,-200.0
4069,2.4,68.0,-200.0
4070,2.4,69.0,-200.0
4071,2.3,83.0,-200.0
4072,2.2,99.0,-200.0
4073,1.8,101.0,-200.0
4074,2.0,104.0,-200.0
4075,1.5,89.0,-200.0
4076,1.4,88.0,-200.0
4077,1.5,89.0,-200.0
4078,1.6,92.0,-200.0
4079,1.9,109.0,-200.0
4080,2.0,107.0,-200.0
4081,2.3,116.0,-200.0
4082,2.4,124.0,-200.0
4083,1.8,112.0,-200.0
4084,1.7,99.0,-200.0
4085,1.2,85.0,-200.0
